DateTime,AddedIPs,RemovedIPs
1578141633,1,0
1578244105,1,0
1578329775,0,1
1578353288,1,0
1578356483,1,0
1578417407,0,1
1578439468,0,1
1578441399,0,1
1578591859,1,0
1578677780,0,1
1578690996,1,0
1578734420,1,0
1578778095,0,1
1578780307,1,0
1578821294,0,1
1578863012,0,1
1578905788,1,0
1578991214,0,1
1580022751,1,0
1580107928,0,1
1580330413,1,0
1580416344,0,1
1580448753,1,0
1580534413,0,1
1580613614,1,0
1580663550,1,0
1580694513,1,0
1580723531,0,1
1580750177,0,1
1580779482,0,1
1580829405,1,0
1580931370,1,0
1580944812,0,1
1580964283,1,0
1581017567,0,1
1581048505,0,1
1581065048,1,0
1581070812,1,0
1581081394,1,0
1581095318,1,0
1581151468,0,1
1581157231,0,1
1581168970,0,1
1581178838,0,1
1581408102,1,0
1581429388,1,0
1581482672,1,0
1581496092,0,1
1581557287,0,1
1581571763,0,1
1581989082,1,0
1582001528,1,0
1582053618,1,0
1582076188,0,1
1582087708,0,1
1582136894,0,1
1582503369,1,0
1582588103,0,1
1582822581,1,0
1582908277,0,1
1583435785,1,0
1583488100,1,0
1583554574,0,1
1583573820,0,1
1583884577,1,0
1583902093,4,0
1583972655,0,1
1584016592,0,1
1584026172,0,1
1584127267,1,0
1584214089,0,1
1584372979,1,0
1584460335,0,1
1584540181,1,0
1584542188,1,0
1584698926,0,1
1584702736,0,1
1585584752,1,0
1585604172,1,0
1585669931,0,1
1585689627,0,1
1585834811,1,0
1585921210,0,1
1585934653,1,0
1585946409,1,0
1586021049,0,1
1586031853,0,1
1586062619,1,0
1586070541,15,0
1586089700,2,0
1586099544,2,0
1586101452,1,0
1586107223,4,0
1586109130,4,0
1586116951,3,0
1586118773,2,0
1586121036,1,0
1586129313,3,0
1586136266,3,0
1586138195,3,0
1586140095,5,0
1586146817,2,0
1586148745,0,1
1586150675,1,0
1586157612,0,15
1586167688,2,0
1586169624,1,0
1586175386,0,1
1586177304,0,1
1586179267,2,0
1586184968,0,2
1586191935,3,0
1586193863,0,4
1586195773,0,5
1586204668,0,4
1586206568,5,2
1586208491,1,0
1586212340,6,0
1586216175,4,3
1586220027,1,1
1586221936,1,1
1586223860,0,4
1586225800,12,7
1586233459,0,2
1586235374,1,1
1586237289,1,0
1586241132,3,0
1586247143,8,0
1586254811,0,2
1586256738,2,1
1586260566,1,0
1586265618,2,2
1586267530,9,0
1586269465,1,0
1586276415,2,0
1586278331,0,3
1586280268,2,0
1586284093,1,0
1586286113,1,0
1586292735,0,4
1586294671,0,2
1586296576,2,0
1586298500,0,6
1586303529,3,4
1586305466,4,1
1586307394,0,1
1586313386,3,12
1586315304,3,0
1586322983,4,2
1586324908,1,0
1586326870,0,3
1586332575,0,2
1586334498,4,6
1586343376,1,2
1586345538,2,0
1586347488,0,1
1586351557,0,1
1586353451,3,10
1586355409,1,1
1586363087,1,2
1586364971,0,1
1586366890,0,1
1586371932,0,2
1586373864,2,0
1586384414,4,2
1586390237,0,3
1586392136,1,4
1586394213,15,0
1586400030,0,3
1586401952,7,3
1586403870,2,0
1586405806,1,0
1586409613,0,4
1586411533,0,1
1586415383,2,0
1586417570,1,0
1586421406,0,4
1586430985,0,3
1586438654,6,0
1586440587,7,4
1586448533,0,1
1586460069,1,2
1586467729,3,0
1586470808,0,4
1586478491,0,1
1586481379,0,15
1586489097,0,7
1586490974,0,3
1586501535,0,2
1586503454,0,1
1586524816,0,6
1586526741,0,7
1586546416,0,1
1586552179,0,3
1586695928,1,0
1586774274,1,0
1586783797,0,1
1586858917,0,1
1586861809,1,0
1586923703,1,0
1586933304,1,0
1586940973,1,0
1586949629,0,1
1586965935,1,0
1586989241,1,0
1587006745,1,0
1587010822,0,1
1587021609,0,1
1587027366,0,1
1587033388,1,0
1587052920,1,1
1587075862,0,1
1587093375,0,1
1587118605,0,1
1587137068,0,1
1587520565,1,0
1587605061,0,1
1588022199,1,0
1588079845,2,0
1588110014,0,1
1588175309,0,1
1588181311,1,1
1588184422,2,0
1588276604,0,1
1588591460,0,1
1588618620,1,0
1588639702,0,1
1588702590,0,1
1588826651,1,0
1588911875,0,1
1589001638,1,0
1589086334,0,1
1589144901,1,0
1589174665,1,0
1589232019,0,1
1589257934,0,1
1589298492,1,0
1589384414,0,1
1589955628,1,0
1589990056,1,0
1590042071,0,1
1590112566,2,0
1590171385,0,1
1590234012,0,1
1590620582,0,1
1590665556,1,0
1590679278,1,0
1590736114,1,0
1590751706,0,1
1590754593,1,0
1590766340,0,1
1590768292,1,0
1590810738,1,0
1590821292,0,1
1590839776,0,1
1590854187,0,1
1590867861,1,0
1590902411,0,1
1590951374,0,1
1591360088,1,0
1591444570,0,1
1591470973,1,0
1591549691,1,0
1591557369,0,1
1591565053,1,0
1591636338,0,1
1591649787,3,0
1591701377,1,0
1591709070,1,0
1591757295,0,1
1591786096,0,1
1591795779,0,1
1591869132,1,0
1591879722,1,0
1591881607,1,0
1591918093,1,0
1591937308,1,0
1591955545,0,1
1591957465,1,0
1591968985,0,1
1591980734,1,0
1591998978,0,1
1592000887,0,2
1592002867,0,1
1592024469,0,1
1592043639,0,1
1592066652,0,1
1592078190,0,1
1592195787,1,0
1592282176,0,1
1592332416,1,0
1592336177,1,0
1592418491,0,1
1592420539,0,1
1592571128,1,0
1592591552,1,0
1592601133,1,0
1592659280,0,1
1592663085,1,0
1592678657,0,1
1592690196,0,1
1592746837,0,1
1592836353,1,0
1592922503,0,1
